Remitente,Diagnostico,Última Modificacion,ID,Grupo Asignado
alucin,falla de ac,alucin,INC000085423377,El Oro - O&M Total
fomorocho,CAIDO,mgranda,INC000085423376,El Oro - O&M Total
mdpacheco,FALLA AC,mdpacheco,INC000085423375,Sto Domingo - O&M Total
alucin,FALLA DE AC,alucin,INC000085423369,Manabi - O&M Total
fomorocho,CAIDO,lasifuela,INC000085423367,Cotopaxi - O&M Total
jdgranda,CAIDO,pcriollo,INC000085423363,Redes Inalámbricas - Móvil Pacífico
mdpacheco,FALLA AC,svnaranjo,INC000085423361,Cotopaxi - O&M Total
gayungan,CAIDO,basanguano,INC000085423360,Redes Inalámbricas - Región Austro
fomorocho,CAIDO,fomorocho,INC000085423355,Azuay - O&M
alucin,caído,amleons,INC000085418041,Energía y Climatización - Región Pacífico
jdgranda,ALARMA AC,jdgranda,INC000085415756,Manabi - O&M Total
mdpacheco,CAIDO,pcriollo,INC000085415754,Energía y Climatización - Región Pacífico
mdpacheco,CAIDO,pcriollo,INC000085413758,Energía y Climatización - Región Pacífico
mdpacheco,FALLA AC,mdpacheco,INC000085413472,Energía y Climatización - Región Pacífico
jdgranda,CAIDO,pcriollo,INC000085413471,Redes Inalámbricas - Móvil Pacífico
alucin,falla de ac,alucin,INC000085412706,Energía y Climatización - Región Pacífico
jdgranda,CAIDO,jdgranda,INC000085412705,Redes Inalámbricas - Móvil Pacífico
fomorocho,CAIDO,amleons,INC000085412699,Energía y Climatización - Región Pacífico
alucin,caído,amleons,INC000085412698,Manabi - O&M Total
alucin,caífo,amleons,INC000085412695,Manabi - O&M Total
jdgranda,CAIDO,pcriollo,INC000085412693,Redes Inalámbricas - Móvil Pacífico
jdgranda,ALARMA AC,jdgranda,INC000085408137,Redes Inalámbricas - Móvil Pacífico
mdpacheco,CAIDO,amleons,INC000085408135,Energía y Climatización - Región Pacífico
alucin,caído,atrujillo,INC000085408134,Energía y Climatización - Región Pacífico
gayungan,CAIDO,gayungan,INC000085407373,Redes Inalámbricas - Móvil Pacífico
fomorocho,CAIDO,amleons,INC000085407369,Manabi - O&M Total
alucin,FALLA DE AC,alucin,INC000085407365,Manabi - O&M Total
alucin,caído,amleons,INC000085407360,Manabi - O&M Total
gayungan,CAIDO,gayungan,INC000085407359,Redes Inalámbricas - Móvil Pacífico
gayungan,CAIDO,pcriollo,INC000085407357,Redes Inalámbricas - Móvil Pacífico
gayungan,FALLA DE AC,afaguirre,INC000085402031,Manabi - O&M Total
gayungan,FALLA DE AC,gayungan,INC000085402025,Manabi - O&M Total
fomorocho,CAÍDA DE TRAFICO,gguayanlema,INC000085402023,Level 3
fomorocho,CAIDO,amleons,INC000085398198,Santa Elena - O&M Total
mdpacheco,CAIDO,amleons,INC000085397425,Napo - O&M Total
palvear,FALLA AC,gayungan,INC000085397401,Manabi - O&M Total
palvear,FALLA AC,gayungan,INC000085397395,Bolivar - O&M Total
palvear,REVISION TX,gayungan,INC000085393560,Redes Inalámbricas - Móvil Andina
cjimenez,MIGRACION DE LA TX,mgranda,INC000085393555,Redes Inalámbricas - Región Chimborazo
lasifuela,VOLTAJE F1/F2,mgranda,INC000085392727,Esmeraldas - O&M Total
afaguirre,falla de ac,afaguirre,INC000085391941,Orellana - O&M Total
lasifuela,MODULOS RTF,mdpacheco,INC000085391178,Bolivar - O&M Total
cjimenez,revisión de tarjeta WBBP,cjimenez,INC000085388126,Redes Inalámbricas - Optimización Andina
afaguirre,falla de ac,cjimenez,INC000085388110,Orellana - O&M Total
afaguirre,caido,afaguirre,INC000085388105,Redes Inalámbricas - Móvil Pacífico
palvear,CAÍDO,pcriollo,INC000085388089,Redes Inalámbricas - Móvil Pacífico
lasifuela,MODULOS RTF,lasifuela,INC000085387322,Tungurahua - O&M Total
svnaranjo,PUERTOS ALARMADOS,pcriollo,INC000085386558,Accesos - Zona Integral 8
cjimenez,FALLA DE AC,cjimenez,INC000085383485,Redes Inalámbricas - Móvil Pacífico
cjimenez,GENERADOR EN SERVICIO,cjimenez,INC000085383482,Orellana - O&M Total
lasifuela,VOLTAJE F1/F2,lasifuela,INC000085383468,Cotopaxi - O&M Total
lasifuela,VOLTAJE F1/F2,lasifuela,INC000085383418,Sto Domingo - O&M Total
svnaranjo,FALLA DE AC,svnaranjo,INC000085382695,Unidad de Soporte de Servicios Masivos
lasifuela,VOLTAJE F1/F2,lasifuela,INC000085381931,Unidad de Soporte de Servicios Masivos
palvear,CAÍDO,palvear,INC000085381165,Redes Inalámbricas - Móvil Pacífico
cjimenez,reinicio de RRU del sector  2,cjimenez,INC000085379632,Redes Inalámbricas - Optimización Andina
lasifuela,VOLTAJE F1/F2,lasifuela,INC000085378837,Energía y Climatización - Región Pacífico
cjimenez,revisión de alarmas en RRUz,mgranda,INC000085378830,Redes Inalámbricas - Optimización Andina
svnaranjo,FALLA DE AC,svnaranjo,INC000085378819,Unidad de Soporte de Servicios Masivos
afaguirre,falla de ac,pcriollo,INC000085378817,Redes Inalámbricas - Móvil Pacífico
lasifuela,VOLTAJE F1/F2,lasifuela,INC000085378816,Unidad de Soporte de Servicios Masivos
svnaranjo,FALLA DE AC,svnaranjo,INC000085378797,El Oro - O&M Total
palvear,CAÍDO,pcriollo,INC000085378796,Redes Inalámbricas - Móvil Pacífico
afaguirre,motor encendido,pcriollo,INC000085376462,Redes Inalámbricas - Región Chimborazo
cjimenez,para revisión de tarjeta WBBP,cjimenez,INC000085376458,Redes Inalámbricas - Optimización Andina
cjimenez,revisión de módulo RRU,cjimenez,INC000085375689,Redes Inalámbricas - Optimización Andina
svnaranjo,caido,alucin,INC000085374133,Manabi - O&M Total
saushay,MANTENIMEINTO,saushay,INC000085374124,Redes Inalámbricas - Troncalizado Andina
afaguirre,falla de ac,afaguirre,INC000085374112,Redes Inalámbricas - Región Chimborazo
afaguirre,caido,pcriollo,INC000085374094,Redes Inalámbricas - Móvil Andina
saushay,CAIDO,saushay,INC000085374078,Redes Inalámbricas - Troncalizado Pacífico
lasifuela,VOLTAJE F1/F2,lasifuela,INC000085374074,Tungurahua - O&M Total
rtaco,CAIDO,rtaco,INC000085374072,Orellana - O&M Total
afaguirre,caido,pcriollo,INC000085374060,Redes Inalámbricas - Móvil Pacífico
cjimenez,revisión de alarmas de TX.,cjimenez,INC000085373298,Redes Inalámbricas - Optimización Andina
svnaranjo,FALLA DE AC,svnaranjo,INC000085369450,Unidad de Soporte de Servicios Masivos
cjimenez,FALLA DE AC,cjimenez,INC000085369448,Sto Domingo - O&M Total
cjimenez,FALLA DE AC,cjimenez,INC000085369443,Redes Inalámbricas - Móvil Andina
lasifuela,VOLTAJE F1/F2,lasifuela,INC000085369441,Unidad de Soporte de Servicios Masivos
lasifuela,VOLTAJE F1/F2,lasifuela,INC000085369409,Energía y Climatización - Región Andina
rtaco,CAIDO,yibarra,INC000085369388,Cotopaxi - O&M Total
palvear,CAÍDO,palvear,INC000085368599,Redes Inalámbricas - Móvil Pacífico
palvear,CAIDOS,pcriollo,INC000085367525,Redes Inalámbricas - Móvil Pacífico
cjimenez,revisión de tarjeta WBBP,cjimenez,INC000085365532,Redes Inalámbricas - Optimización Andina
cjimenez,CAIDO,jdgranda,INC000085364747,Redes Inalámbricas - Móvil Andina
cjimenez,GENERADOR EN SERVICIO,cjimenez,INC000085364744,Redes Inalámbricas - Móvil Andina
rtaco,CAIDO,fomorocho,INC000085364725,Redes Fibra Óptica - UFO Andina
wllumitaxi,CAIDO,pcriollo,INC000085364676,Redes Inalámbricas - Móvil Pacífico
wllumitaxi,CAIDO,pcriollo,INC000085359328,Redes Inalámbricas - Móvil Pacífico
mcnaranjo,CAÍDO,lasifuela,INC000085356294,Core - Centrales TDM Pacífico
mcnaranjo,CAÍDO,lasifuela,INC000085353960,El Oro - O&M Total
wllumitaxi,FALLA AC,pcriollo,INC000085353959,Manabi - O&M Total
atrujillo,CAIDO,calopez,INC000085351681,Energía y Climatización - Región Pacífico
mcnaranjo,CAÍDO,calopez,INC000085350921,Energía y Climatización - Región Pacífico
yacunia,Falla AC,cjimenez,INC000085349403,Redes Inalámbricas - Móvil Pacífico
atrujillo,Voltaje F1/F2,atrujillo,INC000085349401,Esmeraldas - O&M Total
wllumitaxi,CAIDO,wllumitaxi,INC000085349399,Redes Inalámbricas - Móvil Pacífico
atrujillo,Voltaje F1/F2,atrujillo,INC000085348639,Esmeraldas - O&M Total
atrujillo,Voltaje F1/F2,atrujillo,INC000085348638,Santa Elena - O&M Total
wllumitaxi,CAIDO,wllumitaxi,INC000085345602,Redes Inalámbricas - Móvil Pacífico
mcnaranjo,INTERMITENTE,rtaco,INC000085335746,Redes Inalámbricas - MW Pacífico
yacunia,INTERMITENTE,jdgranda,INC000085330436,Redes Inalámbricas - Móvil Pacífico
mcnaranjo,INTERMITENTE,calopez,INC000085326588,Redes Fibra Óptica - Anillos Metropolitanos Pacifico
mcnaranjo,INTERMITENTE,rtaco,INC000085326587,Redes IP/MPLS - Región Andina
aortiz,ENERGIA,aortiz,INC000085314439,Redes Inalámbricas - Móvil Pacífico
egcadena,CAIDO,amleons,INC000085311399,Manabi - O&M Total
lveintimilla,CAIDO,saushay,INC000085306085,Redes Inalámbricas - Troncalizado Andina
egcadena,FALLA DE AC,egcadena,INC000085306083,Manabi - O&M Total
inoguera,CAIDO,mcnaranjo,INC000085306081,Redes Fibra Óptica - UFO Andina
aortiz,CAIDO,aortiz,INC000085306079,Redes Inalámbricas - Móvil Pacífico
egcadena,FALLA DE AC,egcadena,INC000085306077,Manabi - O&M Total
egcadena,FALLA DE AC,egcadena,INC000085305317,Manabi - O&M Total
gayungan,FALOLA DE AC,gayungan,INC000085304556,Esmeraldas - O&M Total
gayungan,CAIDO,gayungan,INC000085303797,Redes IP/MPLS - Región Andina
inoguera,CAIDO,amleons,INC000085301514,Redes Inalámbricas - Móvil Andina
lveintimilla,FALLA DE AC,lveintimilla,INC000085301507,Redes Inalámbricas - Región Chimborazo
gayungan,CAIDO,gayungan,INC000085301505,Redes Inalámbricas - Móvil Andina
gayungan,CAIDO,gayungan,INC000085298463,Redes IP/MPLS - Región Andina
gayungan,Rreinicio de RRU del sector 1,gayungan,INC000085297256,Redes Inalámbricas - Optimización Andina
inoguera,VOLTAJE F1F2 Y MODULOS RTF,inoguera,INC000085295392,Energía y Climatización - Región Andina
gayungan,CAIDO,gayungan,INC000085293104,Redes Inalámbricas - Móvil Andina
inoguera,MÓDULOS RTF,inoguera,INC000085292331,Energía y Climatización - Región Andina
gayungan,Revisión de alarma de RF Unit Hardware Faul en RRU 3,gayungan,INC000085292322,Redes Inalámbricas - Optimización Andina
egcadena,FALLA DE AC,egcadena,INC000085292315,Energía y Climatización - Región Andina
gayungan,FALLA DE AC,gayungan,INC000085292310,Redes Inalámbricas - Móvil Andina
fomorocho,PUERTOS PON ALARMADOS,egcadena,INC000085289216,Santa Elena - O&M Total
afaguirre,CAIDO,afaguirre,INC000085288454,Sucumbios - O&M Total
afaguirre,falla de ac,gayungan,INC000085287637,Redes Inalámbricas - Móvil Andina
saushay,SITIO ALARMADO,lveintimilla,INC000085287634,Redes Inalámbricas - Troncalizado Andina
rtaco,CAIDO,inoguera,INC000085287609,Sucumbios - O&M Total
fomorocho,FALLA AC,fomorocho,INC000085286821,Morona Santiago - O&M
mtacuri,CAIDO,mgranda,INC000085283755,Huawei
fomorocho,FALLA AC,fomorocho,INC000085282970,Manabi - O&M Total
mtacuri,CAIDO,mdpacheco,INC000085282947,Huawei
afaguirre,caido,gayungan,INC000085282942,Redes Inalámbricas - Región Austro
jdgranda,ALARMA AC,jdgranda,INC000085282931,Redes Inalámbricas - Región Chimborazo
cjimenez,CAIDO,cjimenez,INC000085282924,Redes Inalámbricas - Móvil Pacífico
mtacuri,CAIDO,mtacuri,INC000085282714,Redes IP/MPLS - Región Pacífico
cjimenez,CAIDO,cjimenez,INC000085282152,Redes Inalámbricas - Móvil Pacífico
afaguirre,falla de ac,afaguirre,INC000085282151,Redes Inalámbricas - Móvil Pacífico
rtaco,CAIDO,rtaco,INC000085281384,El Oro - O&M Total
fomorocho,CAIDO,pcriollo,INC000085279085,Sucumbios - O&M Total
afaguirre,falla de  de ac,lveintimilla,INC000085278322,Sucumbios - O&M Total
afaguirre,caido,pcriollo,INC000085278313,Redes Inalámbricas - Móvil Pacífico
saushay,ALARMA DE ENERGIA,lveintimilla,INC000085278310,Sucumbios - O&M Total
rtaco,FALLA AC,inoguera,INC000085278307,Sucumbios - O&M Total
afaguirre,caido,gayungan,INC000085278300,Sucumbios - O&M Total
saushay,RUTAS ALARMADAS,lveintimilla,INC000085278297,Redes Inalámbricas - Troncalizado Andina
jdgranda,CAIDO,jdgranda,INC000085277501,Redes Inalámbricas - Móvil Pacífico
cjimenez,CAIDO,aortiz,INC000085274448,Redes Inalámbricas - Móvil Pacífico
mtacuri,CAIDO,mdpacheco,INC000085274440,Energía y Climatización - Región Pacífico
afaguirre,falla de ac,afaguirre,INC000085273668,Redes Inalámbricas - Móvil Andina
jdgranda,ALARMA AAC,jdgranda,INC000085273643,El Oro - O&M Total
afaguirre,caido,cjimenez,INC000085273477,Redes Inalámbricas - Móvil Andina
fomorocho,CAIDO,fomorocho,INC000085268977,Energía y Climatización - Región Pacífico
rtaco,CAIDO,calopez,INC000085268937,El Oro - O&M Total
mtacuri,CAIDO,pcriollo,INC000085267393,Redes Fibra Óptica - Red Troncal Andina
fomorocho,CAIDO,fomorocho,INC000085266827,Los Rios - O&M Total
saushay,MATENIMEINTO,lveintimilla,INC000085266628,Redes Inalámbricas - Troncalizado Andina
afaguirre,intermitente,afaguirre,INC000085265855,Redes Inalámbricas - Móvil Andina
jdgranda,INTERMITENTES,pcriollo,INC000085264494,Redes Inalámbricas - Móvil Andina
saushay,RUTAS ALARMADAS,saushay,INC000085264308,Redes Inalámbricas - Troncalizado Andina
fomorocho,FALLA AC,pcriollo,INC000085264305,El Oro - O&M Total
fomorocho,CAIDO,fomorocho,INC000085264284,Redes Fibra Óptica - UFO Andina
jdgranda,CAIDO,aortiz,INC000085264274,Redes Inalámbricas - Región Austro
rtaco,CAIDO,pcriollo,INC000085264246,Galápagos - O&M Total
jdgranda,CAIDO,pcriollo,INC000085261941,Redes Inalámbricas - Móvil Andina
afaguirre,caido,pcriollo,INC000085261939,Redes Inalámbricas - Móvil Andina
mtacuri,ALARMADO,mtacuri,INC000085261165,Galápagos - O&M Total
cjimenez,CAIDO,cjimenez,INC000085259622,Redes Inalámbricas - Móvil Pacífico
afaguirre,"trabajo emergente 
reinicio de RRU del sector 1",afaguirre,INC000085259618,Redes Inalámbricas - Optimización Andina
cjimenez,CAIDO,cjimenez,INC000085259614,Redes Inalámbricas - Móvil Pacífico
afaguirre,caido,pcriollo,INC000085259606,Redes Inalámbricas - Móvil Pacífico
afaguirre,caído,afaguirre,INC000085259290,Redes Inalámbricas - Móvil Andina
palvear,CAÍDO,afaguirre,INC000085254910,Redes Inalámbricas - Móvil Pacífico
palvear,CAÍDO,afaguirre,INC000085252621,Redes Inalámbricas - Móvil Pacífico
yacunia,AC Power Failure Alarm,jdgranda,INC000085250995,Redes Inalámbricas - Móvil Pacífico
svnaranjo,VOLTAJE F1/F2,rtaco,INC000085250288,Energía y Climatización - Región Pacífico
svnaranjo,"SLOT 2 PUERTO 7, SLOT 16 PUERTO 5, ALARMADOS",svnaranjo,INC000085250283,Accesos - Zona Integral 8
atrujillo,CAIDOS,atrujillo,INC000085232076,MR & CT - Monitoreo de Red
svnaranjo,VOLTAJE DC,svnaranjo,INC000085229799,El Oro - O&M Total
yacunia,CAIDO,yacunia,INC000085229798,Redes Inalámbricas - Móvil Pacífico
atrujillo,CAIDO,calopez,INC000085227522,Energía y Climatización - Región Pacífico
yacunia,Falla AC,pcriollo,INC000085226004,Manabi - O&M Total
svnaranjo,FALLA DE AC,svnaranjo,INC000085225157,Unidad de Soporte de Servicios Masivos
atrujillo,CAIDO,atrujillo,INC000085225154,MR & CT - Monitoreo de Red
